zhAddress,zhLink,zhName,zhNum,zhTime,zhType
深圳,position_detail.php?id=42020&keywords=&tid=0&lid=0,20742-资深（专家）3D特效设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=41981&keywords=&tid=0&lid=0,15851-游戏研发项目管理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=41917&keywords=&tid=0&lid=0,21228-开放世界MMORPG游戏数据分析（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=41927&keywords=&tid=0&lid=0,CSIG02-腾讯云旅游行业高级运营经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=41931&keywords=&tid=0&lid=0,S2-International Finance Manager（深圳）,1,2019-01-30,职能类
深圳,position_detail.php?id=41933&keywords=&tid=0&lid=0,25923-C++后台开发工程师（深圳）,2,2019-01-30,技术类
北京,position_detail.php?id=41939&keywords=&tid=0&lid=0,CSIG16-合作产品负责人,1,2019-01-30,产品/项目类
北京,position_detail.php?id=41945&keywords=&tid=0&lid=0,CSIG16-驾车业务产品经理,1,2019-01-30,产品/项目类
上海,position_detail.php?id=41875&keywords=&tid=0&lid=0,15573-全球化SLG商业化策划(上海),2,2019-01-30,产品/项目类
上海,position_detail.php?id=41876&keywords=&tid=0&lid=0,15573-全球化SLG活动策划（上海）,1,2019-01-30,产品/项目类
北京,position_detail.php?id=42048&keywords=&tid=0&lid=0,PCG19-腾讯视频儿童版IOS高级开发工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=42051&keywords=&tid=0&lid=0,21062-创新类游戏数值策划,1,2019-01-30,产品/项目类
上海,position_detail.php?id=42052&keywords=&tid=0&lid=0,19332-自然语言处理工程师（上海）,1,2019-01-30,技术类
北京,position_detail.php?id=42053&keywords=&tid=0&lid=0,30625-腾讯广告金融行业广告运营（北京）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42066&keywords=&tid=0&lid=0,HY3-虚拟偶像文学编剧（深圳）,1,2019-01-30,产品/项目类
郑州,position_detail.php?id=42036&keywords=&tid=0&lid=0,HY6-内容营销方向市场推广经理（郑州）,1,2019-01-30,市场类
深圳,position_detail.php?id=42038&keywords=&tid=0&lid=0,TEG15-计费PHP开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42039&keywords=&tid=0&lid=0,18402-手游商业化策划运营-ARPG/MMO品类（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42044&keywords=&tid=0&lid=0,AQ-法律合作研究经理（深圳）,2,2019-01-30,职能类
深圳,position_detail.php?id=42046&keywords=&tid=0&lid=0,22850-腾讯视频会员数据分析工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42136&keywords=&tid=0&lid=0,PCG14-应用宝合作运营产品策划（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42140&keywords=&tid=0&lid=0,HY3-虚拟偶像动画导演（深圳）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=42142&keywords=&tid=0&lid=0,25924-大数据平台开发工程师（深圳）,1,2019-01-30,技术类
上海,position_detail.php?id=42143&keywords=&tid=0&lid=0,25666-华东区域销售总监/组长(上海),3,2019-01-30,市场类
深圳,position_detail.php?id=42144&keywords=&tid=0&lid=0,25666-腾讯云区域销售经理,3,2019-01-30,市场类
深圳,position_detail.php?id=42067&keywords=&tid=0&lid=0,CSIG18-云集群技术架构师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42079&keywords=&tid=0&lid=0,15605-火影忍者ACT手游UI设计,1,2019-01-30,设计类
深圳,position_detail.php?id=42100&keywords=&tid=0&lid=0,18436-大数据开发高级工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42108&keywords=&tid=0&lid=0,CB-薪酬福利经理（深圳）,1,2019-01-30,职能类
北京,position_detail.php?id=42122&keywords=&tid=0&lid=0,CSIG16-车联网大数据及算法产品经理,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42047&keywords=&tid=0&lid=0,TEG02-网管产品经理（深圳）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=42021&keywords=&tid=0&lid=0,20742-资深（专家）3D动画设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=42022&keywords=&tid=0&lid=0,22989-腾讯云后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42023&keywords=&tid=0&lid=0,20742-高级（专家级）3D角色设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=42024&keywords=&tid=0&lid=0,20742-高级（专家级）3D场景设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=42025&keywords=&tid=0&lid=0,20742-高级（专家级）概念原画设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=41999&keywords=&tid=0&lid=0,21527-腾讯音乐内部审计师（深圳）,2,2019-01-30,职能类
深圳,position_detail.php?id=42015&keywords=&tid=0&lid=0,PCG04-JAVA客户端开发（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42018&keywords=&tid=0&lid=0,20742-资深（专家）游戏技术美术（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=42019&keywords=&tid=0&lid=0,20742-资深（专家）游戏技术美术总监（深圳）,1,2019-01-30,设计类
北京,position_detail.php?id=42179&keywords=&tid=0&lid=0,27261-高级舆情研究员,2,2019-01-30,职能类
北京,position_detail.php?id=42184&keywords=&tid=0&lid=0,CSIG16-地图检索机器学习算法高级研发工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=42192&keywords=&tid=0&lid=0,22989-腾讯云服务运营（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42193&keywords=&tid=0&lid=0,22989-腾讯云资源成本数据运营（深圳）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=42149&keywords=&tid=0&lid=0,CSIG18-云集群后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42158&keywords=&tid=0&lid=0,TEG02-网络工程管理工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42167&keywords=&tid=0&lid=0,TEG12-IDC运营服务管理经理（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42170&keywords=&tid=0&lid=0,25927-游戏测试经理（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42171&keywords=&tid=0&lid=0,25927-游戏测试经理（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42131&keywords=&tid=0&lid=0,EC-编程教育教师培训专员（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42323&keywords=&tid=0&lid=0,28607-122 微信支付知识发现高级工程师（深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=42335&keywords=&tid=0&lid=0,CSIG16-腾讯位置服务开放平台web前端工程师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=42344&keywords=&tid=0&lid=0,TEG15-密码学信息安全工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42345&keywords=&tid=0&lid=0,22989-腾讯云虚拟化高级研发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42290&keywords=&tid=0&lid=0,TEG02-PHP开发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42293&keywords=&tid=0&lid=0,25923-大数据运维工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42298&keywords=&tid=0&lid=0,TME-BI数据系统工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42302&keywords=&tid=0&lid=0,21530-腾讯音乐招聘规划高级经理（深圳）,1,2019-01-30,职能类
深圳,position_detail.php?id=42303&keywords=&tid=0&lid=0,TME-QQ音乐开放平台产品策划（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42257&keywords=&tid=0&lid=0,23671-企鹅号平台产品经理（深圳）,1,2019-01-30,产品/项目类
广州,position_detail.php?id=42402&keywords=&tid=0&lid=0,WXG02-113 微信监控平台后台开发工程师（广州）,1,2019-01-30,技术类
广州,position_detail.php?id=42403&keywords=&tid=0&lid=0,WXG02-122 微信监控平台算法工程师（广州）,1,2019-01-30,技术类
广州,position_detail.php?id=42404&keywords=&tid=0&lid=0,WXG02-115 微信运营平台web前端工程师（广州）,2,2019-01-30,技术类
深圳,position_detail.php?id=42350&keywords=&tid=0&lid=0,26563-Web前端开发工程师（深圳）,2,2019-01-30,技术类
广州,position_detail.php?id=42352&keywords=&tid=0&lid=0,WXG02-113 微信后台开发工程师(广州）,1,2019-01-30,技术类
广州,position_detail.php?id=42354&keywords=&tid=0&lid=0,WXG02-113 微信后台高级工程师（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=42357&keywords=&tid=0&lid=0,27563-女性向游戏用户运营策划（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42359&keywords=&tid=0&lid=0,27564-体育游戏运营策划（深圳）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=42308&keywords=&tid=0&lid=0,CSIG18-云安全Web前端开发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42322&keywords=&tid=0&lid=0,28601-114 微信支付智慧应用开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42472&keywords=&tid=0&lid=0,22989-专有云数据库运维工程师（北京/上海/深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42473&keywords=&tid=0&lid=0,22989-专有云存储运维工程师(北京/上海/深圳),2,2019-01-30,技术类
深圳,position_detail.php?id=42474&keywords=&tid=0&lid=0,22989-专有云中间件运维工程师(北京/上海/深圳),2,2019-01-30,技术类
深圳,position_detail.php?id=42475&keywords=&tid=0&lid=0,22989-专有云平台运维工程师（北京/上海/深圳）,1,2019-01-30,技术类
上海,position_detail.php?id=42430&keywords=&tid=0&lid=0,25927-先游高级产品经理（上海）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=42431&keywords=&tid=0&lid=0,25927-游戏性评测工程师（上海）,1,2019-01-30,技术类
深圳,position_detail.php?id=42434&keywords=&tid=0&lid=0,TME-全民K歌web前端工程师（深圳）,3,2019-01-30,技术类
深圳,position_detail.php?id=42445&keywords=&tid=0&lid=0,25923-数据分析平台开发工程师（Python）（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42446&keywords=&tid=0&lid=0,25927-测试leader（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42455&keywords=&tid=0&lid=0,18914-秘书,1,2019-01-30,职能类
深圳,position_detail.php?id=42460&keywords=&tid=0&lid=0,25923-Python高级工程师,1,2019-01-30,技术类
上海,position_detail.php?id=42406&keywords=&tid=0&lid=0,25928-高级游戏前台开发工程师,1,2019-01-30,技术类
上海,position_detail.php?id=42409&keywords=&tid=0&lid=0,15614-SLG手游3D特效设计师（上海）,1,2019-01-30,设计类
上海,position_detail.php?id=42410&keywords=&tid=0&lid=0,15614-SLG手游后台开发工程师（上海）,2,2019-01-30,技术类
深圳,position_detail.php?id=42422&keywords=&tid=0&lid=0,25926-后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42423&keywords=&tid=0&lid=0,25926-后台开发工程师（深圳）,1,2019-01-30,技术类
上海,position_detail.php?id=42426&keywords=&tid=0&lid=0,25927-移动游戏高级测试开发工程师（上海）,1,2019-01-30,技术类
广州,position_detail.php?id=42379&keywords=&tid=0&lid=0,CSIG08-后台开发工程师（腾讯wifi管家）（广州）,1,2019-01-30,技术类
成都,position_detail.php?id=42384&keywords=&tid=0&lid=0,17759-腾讯视频安全平台产品经理,3,2019-01-30,产品/项目类
深圳,position_detail.php?id=42394&keywords=&tid=0&lid=0,25924-运营平台架构师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42275&keywords=&tid=0&lid=0,TEG02-云业务保障工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=42278&keywords=&tid=0&lid=0,23294-赛事直播高级产品经理(深圳),1,2019-01-30,产品/项目类
上海,position_detail.php?id=42280&keywords=&tid=0&lid=0,15618-3D场景设计师（上海）,1,2019-01-30,设计类
上海,position_detail.php?id=42282&keywords=&tid=0&lid=0,15618-3d动画设计师,1,2019-01-30,设计类
深圳,position_detail.php?id=42194&keywords=&tid=0&lid=0,22989-腾讯云资源成本运营规划（技术架构优化方向）,2,2019-01-30,技术类
深圳,position_detail.php?id=42201&keywords=&tid=0&lid=0,SHR-HRBP（深圳）,1,2019-01-30,职能类
深圳,position_detail.php?id=42226&keywords=&tid=0&lid=0,30630-腾讯广告商业分析（产品技术）（深圳/上海）,1,2019-01-30,市场类
深圳,position_detail.php?id=42230&keywords=&tid=0&lid=0,21529-高级法律顾问,1,2019-01-30,职能类
北京,position_detail.php?id=42175&keywords=&tid=0&lid=0,20762-高级政府事务经理（游戏业务方向，北京）,1,2019-01-30,职能类
深圳,position_detail.php?id=42178&keywords=&tid=0&lid=0,27261-高级舆情研究员,1,2019-01-30,职能类
北京,position_detail.php?id=42512&keywords=&tid=0&lid=0,30632-腾讯广告创意洞察研究经理（北京）,1,2019-01-30,市场类
重庆,position_detail.php?id=42513&keywords=&tid=0&lid=0,TEG12-电气工程师（重庆）,1,2019-01-30,技术类
深圳,position_detail.php?id=42496&keywords=&tid=0&lid=0,22989-云数据库方向高级专项技术支持工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=42477&keywords=&tid=0&lid=0,TME-腾讯音乐多媒体AI研究员（深圳）,3,2019-01-30,技术类
深圳,position_detail.php?id=42488&keywords=&tid=0&lid=0,WXG02-133 微信小游戏高级运维工程师（广州/深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42489&keywords=&tid=0&lid=0,27092-应用宝商业化游戏合作运营（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42490&keywords=&tid=0&lid=0,CSIG02-腾讯云智慧旅游行业运营组长（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42495&keywords=&tid=0&lid=0,22989-服务器系统工程师（机型选型方向）,2,2019-01-30,技术类
上海,position_detail.php?id=42463&keywords=&tid=0&lid=0,15614-SLG手游运营负责人,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42470&keywords=&tid=0&lid=0,22989-专有云计算运维工程师（北京/上海/深圳）,2,2019-01-30,技术类
重庆,position_detail.php?id=42514&keywords=&tid=0&lid=0,TEG12-暖通工程师（重庆）,1,2019-01-30,技术类
深圳,position_detail.php?id=42515&keywords=&tid=0&lid=0,TEG12-平台运营经理（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42516&keywords=&tid=0&lid=0,TEG02-网络管理平台资深架构师（深圳）,1,2019-01-30,技术类
香港,position_detail.php?id=42519&keywords=&tid=0&lid=0,GY0-Program Director（Hong Kong）,1,2019-01-30,市场类
深圳,position_detail.php?id=42530&keywords=&tid=0&lid=0,TME-腾讯音乐音质检测与评估算法工程师（深圳）,1,2019-01-30,技术类
广州,position_detail.php?id=42537&keywords=&tid=0&lid=0,WXG08-122 微信推荐数据挖掘工程师PW（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=42499&keywords=&tid=0&lid=0,24491-王者荣耀全球版-手游资深特效设计师(深圳),2,2019-01-30,设计类
深圳,position_detail.php?id=42500&keywords=&tid=0&lid=0,24491-王者荣耀全球版-3D角色设计师（深圳）,2,2019-01-30,设计类
深圳,position_detail.php?id=42501&keywords=&tid=0&lid=0,24491-王者荣耀全球版-3D动画设计,1,2019-01-30,设计类
北京,position_detail.php?id=42511&keywords=&tid=0&lid=0,30625-腾讯广告大客户业务广告策划经理,1,2019-01-30,市场类
成都,position_detail.php?id=42630&keywords=&tid=0&lid=0,CSIG17-云测试高级工程师（成都）,2,2019-01-30,技术类
深圳,position_detail.php?id=42642&keywords=&tid=0&lid=0,EC-教育创想业务视觉设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=42654&keywords=&tid=0&lid=0,23293-互娱王者荣耀高级品牌经理（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=42655&keywords=&tid=0&lid=0,23293-互娱品牌经理（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=42551&keywords=&tid=0&lid=0,29310-智慧零售后台研发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42568&keywords=&tid=0&lid=0,16541-游戏高级音频策划（深圳）,1,2019-01-30,产品/项目类
昆明,position_detail.php?id=42588&keywords=&tid=0&lid=0,26381-腾云后台工程师（合资公司编制-昆明）,2,2019-01-30,技术类
昆明,position_detail.php?id=42589&keywords=&tid=0&lid=0,26381-腾云前端工程师（合资公司编制-云南）,2,2019-01-30,技术类
深圳,position_detail.php?id=42603&keywords=&tid=0&lid=0,TEG07-Android开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42605&keywords=&tid=0&lid=0,TME-推荐算法工程师（深圳）,3,2019-01-30,技术类
北京,position_detail.php?id=42731&keywords=&tid=0&lid=0,CSIG16-腾讯地图在线导航服务和策略算法工程师,1,2019-01-30,技术类
北京,position_detail.php?id=42733&keywords=&tid=0&lid=0,CSIG16-腾讯地图渲染引擎算法工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=42656&keywords=&tid=0&lid=0,23294-互娱品牌经理（深圳）,3,2019-01-30,市场类
深圳,position_detail.php?id=42657&keywords=&tid=0&lid=0,23295-腾讯电竞品牌经理（深圳）,1,2019-01-30,市场类
广州,position_detail.php?id=42661&keywords=&tid=0&lid=0,WXG10-212 企业邮箱产品策划经理（广州）,1,2019-01-30,产品/项目类
杭州,position_detail.php?id=42718&keywords=&tid=0&lid=0,22989-工业云后台高级开发工程师,3,2019-01-30,技术类
杭州,position_detail.php?id=42720&keywords=&tid=0&lid=0,22989-工业云前端高级开发工程师,1,2019-01-30,技术类
北京,position_detail.php?id=42729&keywords=&tid=0&lid=0,CSIG16-腾讯地图服务和客户端引擎数据编译架构师,1,2019-01-30,技术类
深圳,position_detail.php?id=42614&keywords=&tid=0&lid=0,PCG09-产品经理（策划）-综合功能类,1,2019-01-30,产品/项目类
北京,position_detail.php?id=42627&keywords=&tid=0&lid=0,WXG08-113 微信推荐后台开发工程师（北京）,1,2019-01-30,技术类
广州,position_detail.php?id=42873&keywords=&tid=0&lid=0,WXG08-212 微信看一看产品策划经理（广州）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42877&keywords=&tid=0&lid=0,30621-腾讯社交广告商业平台产品经理(新闻视频广告 深圳）,2,2019-01-30,产品/项目类
呼和浩特,position_detail.php?id=42880&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售（陕西、甘肃、青海、宁夏、新疆、内蒙古),1,2019-01-30,市场类
兰州,position_detail.php?id=42881&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售（陕西、甘肃、青海、宁夏、新疆、内蒙古),1,2019-01-30,市场类
乌鲁木齐,position_detail.php?id=42882&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售（陕西、甘肃、青海、宁夏、新疆、内蒙古),1,2019-01-30,市场类
深圳,position_detail.php?id=42801&keywords=&tid=0&lid=0,23671-企鹅号产品运营经理（平台合作）-深圳,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42819&keywords=&tid=0&lid=0,CSIG18-高级Web前端开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42823&keywords=&tid=0&lid=0,15611-Unity游戏客户端开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42824&keywords=&tid=0&lid=0,25925-运营开发工程师（深圳）,1,2019-01-30,技术类
北京,position_detail.php?id=42843&keywords=&tid=0&lid=0,CSIG16-腾讯地图底图算法研究高级工程师,1,2019-01-30,技术类
大连,position_detail.php?id=42849&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售（大连、哈尔滨、沈阳、长春）,1,2019-01-30,市场类
成都,position_detail.php?id=42784&keywords=&tid=0&lid=0,15575-《王者荣耀》世界观架构策划（成都）,1,2019-01-30,产品/项目类
南宁,position_detail.php?id=42785&keywords=&tid=0&lid=0,25666-腾讯云西南区域销售（广西）,1,2019-01-30,市场类
昆明,position_detail.php?id=42787&keywords=&tid=0&lid=0,25666-腾讯云西南区域销售（昆明）,2,2019-01-30,市场类
上海,position_detail.php?id=42797&keywords=&tid=0&lid=0,21229-沙盒游戏运营支持（上海）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=42799&keywords=&tid=0&lid=0,CSIG18-大数据实时计算平台研发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42772&keywords=&tid=0&lid=0,27092-腾讯效果广告-高级商业产品经理（深圳）,1,2019-01-30,产品/项目类
成都,position_detail.php?id=42781&keywords=&tid=0&lid=0,25666-腾讯云西南区域销售（成都）,1,2019-01-30,市场类
贵阳,position_detail.php?id=42782&keywords=&tid=0&lid=0,25666-腾讯云西南区域销售（贵阳）,1,2019-01-30,市场类
北京,position_detail.php?id=42730&keywords=&tid=0&lid=0,CSIG16-腾讯地图引擎定位与传感器研发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=42913&keywords=&tid=0&lid=0,HY6-互娱区域媒介经理（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=42915&keywords=&tid=0&lid=0,23295-互娱媒介经理（深圳）,2,2019-01-30,市场类
深圳,position_detail.php?id=42951&keywords=&tid=0&lid=0,24986-高级游戏引擎开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42953&keywords=&tid=0&lid=0,TEG02-网络管控系统后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42963&keywords=&tid=0&lid=0,TEG02-网络安全工程师,1,2019-01-30,技术类
西安,position_detail.php?id=42883&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售（陕西、甘肃、青海、宁夏、新疆、内蒙古),2,2019-01-30,市场类
上海,position_detail.php?id=42886&keywords=&tid=0&lid=0,30361-深度学习（图像处理）研发工程师（上海）,1,2019-01-30,技术类
北京,position_detail.php?id=42897&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售(北京、雄安、天津、山西、河北）,1,2019-01-30,市场类
雄安新区,position_detail.php?id=42900&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售(北京、雄安、天津、山西、河北）,1,2019-01-30,市场类
沈阳,position_detail.php?id=42851&keywords=&tid=0&lid=0,25666-腾讯云华北区域销售（大连、哈尔滨、沈阳、长春）,2,2019-01-30,市场类
深圳,position_detail.php?id=43019&keywords=&tid=0&lid=0,27193-互娱创意指导（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=43040&keywords=&tid=0&lid=0,PCG14-应用宝后台开发（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=43048&keywords=&tid=0&lid=0,25924-Web高级开发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=43049&keywords=&tid=0&lid=0,CSIG18-Web前端开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=43057&keywords=&tid=0&lid=0,TEG06-高级应用开发工程师（java/node/golang）(深圳),1,2019-01-30,技术类
深圳,position_detail.php?id=43058&keywords=&tid=0&lid=0,25667-运营商渠道销售,4,2019-01-30,市场类
广州,position_detail.php?id=43008&keywords=&tid=0&lid=0,WXG10-322 企业微信渠道经理（广州）,1,2019-01-30,市场类
深圳,position_detail.php?id=43009&keywords=&tid=0&lid=0,TME-腾讯音乐业务运维工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=43010&keywords=&tid=0&lid=0,TME-腾讯音乐存储运维工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=43011&keywords=&tid=0&lid=0,TME-腾讯音乐运营开发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=43017&keywords=&tid=0&lid=0,28936-高级移动游戏平台渠道经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=43018&keywords=&tid=0&lid=0,15612-资深系统策划（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=43006&keywords=&tid=0&lid=0,TEG02-网络运营架构师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42980&keywords=&tid=0&lid=0,TME-腾讯音乐用户研究工程师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=42983&keywords=&tid=0&lid=0,24491-资深角色原画设计师(深圳),1,2019-01-30,设计类
深圳,position_detail.php?id=42986&keywords=&tid=0&lid=0,22989-大数据人工智能产品项目经理（深圳/北京）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=43003&keywords=&tid=0&lid=0,TEG02-云业务保障工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=43004&keywords=&tid=0&lid=0,TEG02-高级网络运营工程师DC（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=43005&keywords=&tid=0&lid=0,TEG02-高级网络运营工程师DCI（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=42909&keywords=&tid=0&lid=0,WXG04-115 微信游戏后台开发工程师（深圳）,8,2019-01-30,技术类
深圳,position_detail.php?id=43119&keywords=&tid=0&lid=0,27016-商业分析经理（深圳）,1,2019-01-30,市场类
北京,position_detail.php?id=43131&keywords=&tid=0&lid=0,22850-腾讯视频商业分析,1,2019-01-30,市场类
上海,position_detail.php?id=43159&keywords=&tid=0&lid=0,15618-场景原画设计师（上海）,1,2019-01-30,设计类
深圳,position_detail.php?id=43167&keywords=&tid=0&lid=0,22989-腾讯云高级数据分析师,2,2019-01-30,产品/项目类
广州,position_detail.php?id=43070&keywords=&tid=0&lid=0,WXG03-211 小程序产品运营（广州）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=43076&keywords=&tid=0&lid=0,22989-腾讯云中间件产品架构师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=43077&keywords=&tid=0&lid=0,22989-腾讯云中间件产品经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=43083&keywords=&tid=0&lid=0,TEG02-后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=43084&keywords=&tid=0&lid=0,TEG02-运营质量工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=43088&keywords=&tid=0&lid=0,27555-开放世界手游产品运营（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=43266&keywords=&tid=0&lid=0,18434-高级视觉设计师（深圳）,1,2019-01-30,设计类
深圳,position_detail.php?id=43283&keywords=&tid=0&lid=0,TEG02-网络运营服务工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=43239&keywords=&tid=0&lid=0,22989-腾讯云资深运营开发工程师（深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=43251&keywords=&tid=0&lid=0,TEG02-数据分析工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=43253&keywords=&tid=0&lid=0,PCG04-资深运营开发工程师（深圳）,1,2019-01-30,技术类
上海,position_detail.php?id=43258&keywords=&tid=0&lid=0,21229-运营开发工程师（上海）,3,2019-01-30,技术类
上海,position_detail.php?id=43203&keywords=&tid=0&lid=0,25924-互娱游戏网站运维工程师（上海）,1,2019-01-30,技术类
深圳,position_detail.php?id=43204&keywords=&tid=0&lid=0,28297-移动游戏组件产品经理,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=43207&keywords=&tid=0&lid=0,CSIG18-移动安全高级工程师,2,2019-01-30,技术类
深圳,position_detail.php?id=43216&keywords=&tid=0&lid=0,TEG13-大数据开发工程师（深圳）,3,2019-01-30,技术类
广州,position_detail.php?id=43224&keywords=&tid=0&lid=0,WXG02-134 微信运营优化分析工程师（广州）,1,2019-01-30,技术类
北京,position_detail.php?id=43227&keywords=&tid=0&lid=0,25666-华北区域渠道销售经理（华北、西北、东北））,2,2019-01-30,市场类
深圳,position_detail.php?id=43171&keywords=&tid=0&lid=0,27092-应用宝商业化后台开发（深圳）,1,2019-01-30,技术类
